PC1,PC2,PC3,cluster
1.5161935131157227,-0.25107286354942526,-0.1446970291380969,4
-5.0845198130562546,-0.3573909908294525,0.17655311837025234,1
-0.529803117659517,-1.077556492187901,-1.046526868680667,2
-7.313337336211731,-0.3091285313217851,-2.80033917137701,1
-4.09149332569156,1.9088994137306154,1.234688765511962,1
-1.7136020477490557,1.8771483462968865,-0.19797428220235996,1
0.235713403056853,-1.6766728582972121,0.3677228146203108,3
1.0118748056236806,-0.5524810947974732,0.10846156698419468,3
0.07562182096225356,0.49674121935091176,-0.4980361040084512,2
1.0662869524198295,-0.1203195502124382,0.9823349944613293,3
0.9698083855780872,0.6305882676686634,0.35588522566013514,4
1.9168610775955361,-0.04240687698846107,0.5651622091987231,4
1.582903109624003,-0.28092727394576167,1.0843288850023989,3
1.8267218527525397,0.22578360587851826,0.5422612271334444,4
2.6283844925468713,0.8037985518215818,0.1337514915234444,4
-1.2062244324727929,-1.0841676023466351,0.6671789722565589,3
1.1088948959542746,-0.5266108138282227,-0.9048564973937452,2
0.7207928787169262,0.3141139774622317,-0.5762659882192636,2
-1.7141326954837124,-1.0693665733487365,0.516160934870179,3
-4.955928906090197,-1.1468989898029869,-0.732615990804968,1
2.37770946679312,0.7861256732125262,0.9042130930010783,4
-1.4425223489242578,-1.5728694291701752,0.4682477666100445,3
0.8935909525230006,0.8934783169412428,0.4010154822977559,4
-0.8525842574898022,-0.2054508090483181,-2.6307679237214066,2
0.6323349988722962,2.5679011661826756,0.08278083031201089,4
1.803811717714437,0.5997667873379259,-0.00162790488848652,4
-1.7554388029543448,-0.5766366195587608,-0.4743065434595622,2
-4.012874414462976,0.31273329804491024,1.0931032000174663,1
0.44337614078088433,-1.6296744062815218,0.4716937305280654,3
-0.5497672292254361,1.4660821647674889,1.9365275823274815,3
0.9299882577415024,-0.28731172697846846,0.2424761153216333,3
2.496055230705828,1.0718089344562256,-0.4642506999946126,4
0.5876004420021497,0.44025443311376133,1.578564887281236,3
1.207734653759435,6.320881098468422,-1.70203957417664,4
0.33884113358537754,-0.4849720619453798,0.7828086478724303,3
-0.9853503798395835,-1.4017075376151755,1.0334731375870951,3
0.7673854422655066,-1.1633164122314634,0.8727454443316063,3
0.7031416018481724,-0.15310870382600594,-2.1392732389896274,2
0.31560544453804146,-0.37170682869921245,0.41449202671472785,3
1.117405990065623,-2.324009351215869,0.8843764923286492,3
1.2787816959581633,-0.1771950353520914,-1.576941473250237,2
-2.5013015230103925,1.4286664919133398,2.2563981702870444,1
1.0307790613261314,-0.8018721585703847,-0.65281491693356,2
0.47791426487744687,0.14020250012525498,0.6716431877077184,3
-1.4341496918296235,-1.1965659074886772,-0.6018615273294938,2
-0.8718735958811056,-0.2539068364648863,-1.3773053270362794,2
0.7236138680238335,-1.352503314127859,-0.3985243275227642,2
0.25843273966732777,-1.305900947718763,0.7507024928188977,3
0.4423067458890418,-0.5543337917267995,-0.3730586334614651,2
0.796713254711164,-0.6987783067904396,-2.9928800512498612,2
3.0279149441923177,1.4244543752114083,-0.9599855141072411,4
0.937559609553893,-0.2534738034649728,1.1221159060339219,3
-0.08556839924296117,-1.1879652960820142,-0.9767173407985741,2
0.4982244045042297,-0.5578923161037439,-0.8443766483941253,2
1.0749216026647148,0.10039865669863955,-0.8484475689358295,2
1.6514090691342906,-0.829234553574553,0.03174309884268772,3
-0.10664652654181384,-0.4336982423936616,1.0046112216435459,3
-1.9967548262443782,1.6374703813420157,0.4199352711580801,1
0.9142548696968992,1.096874732175274,2.0379026956200486,3
-3.596750294974321,1.7778059157099841,1.3083392273097916,1
0.846084578260248,-0.2052666087184469,1.7048725433741987,3
1.0619348315909205,1.3365864652844355,-1.9485599401828617,4
-0.13147683101309765,-0.07761274378684667,1.1473807640468778,3
-0.01887817804572567,-1.2575371544010712,-0.32941653300936685,2
-0.6394845283464641,-0.02189434451255523,-1.8089886776354058,2
1.654972861870685,-0.030888225404076017,-0.3620720759052472,4
-3.93366948722644,1.7214737255984893,0.5314377265533856,1
0.8368866511271302,-2.3316124884463676,-0.05537804188058996,3
1.0201986770899405,0.3240263934431595,-0.7477035343970704,4
0.7161770792857778,-1.7131864750510555,1.30020135409914,3
0.8339456293512377,-1.0551408873832566,-0.9290274140454882,2
0.5310175499064947,2.2431781268076967,0.06259105482987277,4
1.6354503398436835,1.0149808165450798,-0.1532459933190787,4
